,company,title,url,city,district,remain_address,career,education_date,stack,main_task,qualification,more,duetime,years_of_experience,established_date,total_employees,company_type,view
22,펄송,데이터 사이언티스트,https://www.jumpit.co.kr/position/22439,서울,서초구,서초동 1566-3 1층,경력 2~9년,무관,"scikit-learn, DB, TensorFlow, Python, SQL, Pandas","• 펄송의 데이터 사이언티스트는 반려묘의 생활데이터를 분석하여 건강 이상 신호를 감지하는 알고리즘을 연구, 개발하고, 
반려묘의 건강 뿐만 아니라 반려묘와 관련한 다양한 데이터들을 분석하여 고객들에게 저희 서비스가 녹아 들 수 있도록 구축하는 역할입니다.

[펄송의 프로젝트팀에서 데이터 사이언티스트로서 아래와 같은 일들을 하게 됩니다.]
• 펄송의 IoT 디바이스로 부터 얻은 반려묘 생체 데이터 분석
• 스마트 기기를 통해 수집되는 데이터 처리 및 서비스 기획에 도움이 되는 인사이트 도출
• 반려묘 얼굴 사진 기반 recognition  모델 개발
• 사내 수의사와의 커뮤니케이션을 통한 통계 모델 수립
• 기반 데이터 수집 / 분석","• 통계 및 데이터마이닝 관련 분야 학위 또는 실무 경험이 요구됩니다.
• 데이터 분석/모델링을 위한 언어 및 프레임워크 (Python, SQL, Pandas, TensorFlow, Scikit-learn 등)를 익숙하게 활용하실 수 있으셔야 합니다.
• 회사 내부 구성원들과 협업 및 다양한 부문과의 원활한 커뮤니케이션 할 수 있는 역량이 필요합니다.","• 데이터 처리의 필요성 및 중요성에 대해 공감하시는 분
• 문제 해결 능력이 뛰어나신 분
• 자신의 지식과 기술을 단지 연구에만 그치지 않고 실제 서비스까지 연결시키는 과정을 경험을 하고 싶은 분
• 통계, 데이터분석, 컴퓨터 공학 등의 전공자 또는 2년 이상 데이터 분석 경력을 보유하신 분
• 수의학 도메인 또는 반려묘, 반려견과 사랑으로 함께하시는 분
• 자연을 사랑하시는 분",상시,8,2017-2-21,17,"중소기업, 주식회사, 외부감사법인, 연구소, 수출입 기업",306
23,빗썸코리아,[빗썸] 데이터 분석 엔지니어 (3년 이상),https://www.jumpit.co.kr/position/21839,서울시,강남구,테헤란로 124 15-17F (삼원타워),경력 3~7년,대학교졸업(4년) 이상,"R, BigData, AWS, Python, Spark","• Data Mart 설계 및 DW Data 개발
• 활용 관점의 데이터 분석 및 기준정보 정의
• 대용량 데이터 처리를 위한 데이터 파이프라인 개발
• AWS 기반 데이터 시스템 IaaS/PaaS 구축 및 관리
• On-premise 데이터 시스템(RDBMS) 구축 및 관리
• 데이터 서비스 환경 고도화","• 학사 이상의 학력을 보유하신 분
• 금융 혹은 대형 플랫폼 데이터 업무 3년 이상의 경력을 보유하신 분
• Data Mart, Data Warehouse 구축 및 운영 경험이 있으신 분
• 데이터 파이프라인 구축 또는 운용 경험이 있으신 분
• 다양한 DBMS에 대한 이해와 상급의 SQL 활용능력을 보유하신 분
• 비즈니스 도메인 지식을 학습하는데 거부감이 없는 분
• 비즈니스 부서 및 내/외부 이해관게자와 적극적인 커뮤니케이션이 가능하신 분","• 웹크롤링 · RESTful API 경험이 있으신 분
• 고객 중심 사고 및 데이터 기반 의사결정에 익숙한 분
• 다양한 직군과의 협업과 커뮤니케이션이 능숙한 분
• 데이터 거버넌스 및 데이터 엔지니어링에 관심이 많은 데이터 분석가이신 분
• 금융 IT 전반에 대한 경험과 이해가 있으신 분
• 다양한 데이터셋이나 비정형 데이터를 다루어 본 경험이 있으신 분",상시,11,2014-1-6,360,"중소기업, 주식회사","1,881"
24,에스투더블유,데이터 분석가,https://www.jumpit.co.kr/position/21347,경기,성남시,"분당구 판교역로192번길 12, 3층",신입~10년,대학교졸업(4년) 이상,"Git, R, MongoDB, NoSql, MachineLearning, Kubernetes, Python, ELK, Docker","▷ 합류하시면 이런 일들을 함께 하시게 됩니다.

• 사이버 범죄 관련 추적 및 데이터 분석을 통해 고객에게 수준 높은 사이버 위협 대응 통찰력을 제공합니다.
• 위협 인텔리전스를 활용해 알려지지 않은 위협 행위자의 기술적 특징과 행동을 예측하고, 공격으로 인해 발생할 수 있는 위협 정보를 분석합니다.
• 데이터 분석, 머신러닝, 자연어처리(NLP) 등의 기술을 활용해, 다양한 소스로부터 수집한 데이터에서 보다 의미있는 인텔리전스를 도출합니다.


▷ 저희는 이런 기술과 도구를 사용하고 있습니다.

• Python, R, ELK
• MongoDB, Git, Docker, Kubernetes 
• 협업툴) Notion, Slack, Jira, Google Workspace","▷ 이런 지식과 경험을 갖고 계신 분을 모시고 있습니다.

• 통계학, 컴퓨터공학, 정보보호학 등 관련 전공 학사 졸업자/졸업예정자 또는 그에 준하는 사이버 위협 분석 관련 실무 경험/지식 (신입 가능)
• 데이터 분석을 위한 언어(Python, R 등)를 활용한 자동화 분석 경험
• 통계 및 데이터 분석 기술을 활용하여 인사이트를 도출해본 경험
","▷ 이런 역량도 갖고 계시다면 금상첨화 입니다!

• 빅데이터 처리에 대한 높은 이해도를 바탕으로 실제 분석에 활용한 경험
• NoSQL에 대한 높은 이해도와 관련 경험 (ES, MongoDB)
• 오픈소스 인텔리전스 (OSINT)에 대한 이해 및 분석 경험
• 다크웹·딥웹 관련 주요 사건/사고에 대한 이해도
• 다양한 비정형 데이터 분석 경험(Network 분석, Text 분석 등) 
• 데이터 분석 콘테스트 수상 경험




",상시,7,2018-9-17,82,"중소기업, 연구소, 병역특례 인증업체",791
25,비포플레이,비지니스 데이터 분석가,https://www.jumpit.co.kr/position/20946,서울,강남구,"테헤란로 217, 601호",경력 3~10년,무관,"Python, SQL, EDA","• 서비스에서 생성되는 사용자/게임 데이터 취합 및 분석
　- Growth/Product PO와의 협업
　- 로그 데이터 분석 및 UI/UX 분석을 통한 비즈니스 의사결정 지원
　- EDA: 프로덕트 지표 개선을 위한 인사이트 도출
　- 그로스 해킹, A/B Test & MAB 수행
• B2B 고객을 위한 Business Intelligence 사이트 기획
　- 전사 및 본부 차원의 데이터 기반 의사 결정 지원
　- KPI 지표 설계, 관련 대시보드 구축 및 모니터링
　- Data Mart 설계 및 개발
　- 데이터 분석을 통한 인사이트 발굴
• 데이터 상품 개발 및 판매 전략 구축","• 데이터 분석 실무 3년 이상
• SQL, Python 등 활용한 비즈니스 데이터 분석 가능자","• 경영, 컴퓨터 공학, 수학, 통계 등 데이터 분석 관련 학위 소지자
• 협업을 위한 데이터 엔지니어링, ML/DL 엔지니어링에 대한 제반 지식
• 데이터 상품 개발 경험
• 비지니스 인텔리전스 구축 경험",상시,5,2020-7-17,18,"중소기업, 주식회사",107
26,콘센트릭스서비스코리아,고객 및 디지털 데이터 분석(차장~부장),https://www.jumpit.co.kr/position/18938,서울,용산구,한강대로 95,경력 10~15년,무관,"R, MongoDB, NoSql, TensorFlow, Python, Spark, Google BigQuery Data Transfer Service, SQL, PyTorch, MariaDB, Pandas","• 데이터 기반 고객 전략 수립 및 인사이트 도출
• 고객 전략 수립을 위한 데이터 분석 및 고도화 제안","• 데이터 분석 과제 기획/발굴을 통한 Biz Insight 도출 경험이 있는 분
• 비즈니스 문제 정의와 가설 수립 및 검증까지 단계를 설계할 수 있는 분
• CRM 데이터를 기반으로 서비스 고도화를 위한 데이터 탐색 및 분석이 가능한 분
• SQL(MySQL/MSSQL 등)을 사용하여 효율적으로 데이터 추출 가능한 분
• 분석 및 모델링 툴(Python, R, SQL, Pandas, TensorFlow, Pytorch, Spark 등) 사용에 익숙한 분
• 빅데이터 환경(MySQL, MariaDB, NoSQL, MongoDB 등)에서 데이터 수집 및 핸들링 경험이 있는 분
• 프로젝트 리딩(PM이나 PL) 경험이 있는 분 
• 데이터 분석 관련 실무 경력이 10년 이상이거나 그에 준하는 역량이 있는 분
• 의사결정을 진행하는 과정에서 효과적인 공감대 형성과 설득을 위한 정량 분석/인사이트 시각화/리포팅 가능한 분","• 데이터 통계 분석 관련 전공자(통계, 수학, 산업공학, 컴퓨터공학 등)
• 데이터 및 빅데이터 활용 프로젝트 수행 경험 보유자
• 분석과제를 수행하고 구체화하여 보고가 가능한 분
• 분석과제 체계화 및 시각화를 활용한 커뮤니케이션에 능한 분",상시,11,2014-1-22,,"중소기업, 외국 법인기업, 유한회사","2,387"
27,미리디,[미리디] 데이터 챕터 리드,https://www.jumpit.co.kr/position/11360,서울,구로구,"디지털로31길 12, 8층",경력 6~15년,대학교졸업(4년) 이상,"R, REST API, Google Tag Manager, MachineLearning, DeepLearning, Google Analytics, Python, SQL","• 다른 챕터들과 미리디 서비스들을 개발/유지보수하며 고객의 문제를 해결하고 가치를 제공하고 있어요
• 미리디의 프로젝트와 목표 등에 있어서 발생하는 다양한 팀들의 데이터 이슈를 해결하고 커뮤니케이션해요
• 중요 지표를 정리하거나 개발하고 실험, 분석, 모니터링해요.
• 구글태그매니저와 미리디통합로그서비스를 통해 유아이 레벨부터 퍼널까지 디테일하게 설계, 추적해요
• 통합로그디비, ga4(빅쿼리), 개별서비스디비, api 등 를 통해 실시간급 로우데이터를 액세스하고 정제, 가공하여 분석에 활용해요
• 태블로, 구글데이터스튜디오, 구글스프레드시트, ga4를 통해 다양한 리포트와 대시보드를 기획, 제작, 공유해요
• 다양한 데이터들의 자동화 작업과 관련 인프라를 관리하고 디벨롭해요
• 다양한 온라인광고플랫폼의 기능과 관련 데이터, api를 이해하고 자동리포트작성, 자동화스크립트작성, 운영과 설정을 해요
• 성장을 위해 도서, 세미나, 영상(인강), 아티클들을 지원받을 수 있어요","• 데이터 분석 분야에서 6년 이상의 경험
• 팀 리딩 경험이 있으신 분
• SQL을 활용한 데이터처리에 매우 능숙하신 분
• Tableau, Google Data Studio 등 리포트와 대시보드 작성 경험
• Google Sheets, MS Excel 등 에 능숙하신 분
• Python, R 등 데이터분석 관련 코드 작성 경험","• 통계학 전공자 또는 통계학 관련 지식 보유
• 팀 리딩 경험이 있으신 분 (4인이상 팀원의 실무매니징과 휴먼매니징)
• 데이터기반 인사이트를 바탕으로 실제 지표상승과 하락, 문제해결과 실패를 경험해보신 분
• 온라인광고 플랫폼을 설정하고 운영해본 경험
• 데이터 분석을 위한 통계 / 딥러닝 / 머신러닝 모델링 경험",상시,17,2008-5-23,282,"스타트업, 중소기업, 주식회사, 병역특례 인증업체","2,271"
28,워트인텔리전스,[IP빅데이터분석팀] 특허 빅데이터분석가,https://www.jumpit.co.kr/position/17054,서울시,서초구,"강남대로 507, 6층",경력 3~10년,무관,"BigData, DB, Tableau","• 특허 데이터 기반 분석 업무
• 특허 데이터 분석 시나리오 및 방법론 개발
• 특허 데이터 분석툴 및 시각화 툴 활용
• 특허 데이터 분석 결과 도출 및 보고서 작성
• 제안/특허분석 결과 presentation 발표 경험(제안서 작성 및 특허분석 결과 발표 경험)",• 특허조사분석 또는 빅데이터분석 경력 3년 이상,"• 새로운 IP 빅데이터 분석에 대한 관심과 열정으로 함께 성장시킬 의지가 있는 분
• 데이터 시각화 툴 유경험자(우대)
　- Tableau(태블로), POWER BI 등 데이터 시각화 툴 경험자(우대)",상시,10,2015-5-27,40,"중소기업, 주식회사, 사단법인",370
29,로코모션뷰,파이썬 데이터분석 & 데이터 시각화,https://www.jumpit.co.kr/position/13868,서울특별시,영등포구,여의대로 108 파크원 타워1동 4층 422디07호,경력 3~20년,석사졸업 이상,"JavaScript, R, React, Node.js, C++, Python, React Native, JSP","• 파이썬 크롤러 코드 분석 및 수정
• 파이썬 데이터분석
• 파이썬 데이터 시각화","• 파이썬 경력 3년 이상
• 빅데이터 분석 유경험
• 빅데이터 분석 결과 시각화 유경험
• 위의 업무분야 실제 경험 포트폴리오 제출","• 파이썬 능숙자
• R 능숙자
• 데이터 시각화 가능자
• 근무지 인근 거주자",상시,,,,,
30,시니스트,"BI, 데이터분석 담당자",https://www.jumpit.co.kr/position/11182,서울시,강남구,학동로 9길 33 시니스트빌딩 4층,경력 3~20년,대학교졸업(4년) 이상,"R, Python, SQL","• 전사 통계, BI 기획 및 운영
• 데이터 통합(DM, DW) 및 데이터 표준화 기획 및 운영
• 요구사항을 기반 데이터 분석, 시각화 및 대시보드 기획 및 운영","• 데이터 분석 관련 경력 3년 이상 
• 사용자 분석을 통한 통계, BI 서비스 기획/개선 경력 3년 이상
• 시각화 콘텐츠 기획 및 제작 경험 보유자","• AARRR(Acquistion, Activation, Retention, Referral, Revenue)에 기반한 실행 ＞ 측정 ＞ 학습 ＞ 개선 사이클 경험자
• 다양한 도메인(앱, 플랫폼 및 블록체인)의 데이터 분석 및 데이터 기반 의사결정 경험자
• Python, R, SQL 등 프로그래밍 언어 1개 이상 사용가능자
• 통계학, 데이터 시각화 관련 전공자
• 통계,BI 프로젝트 PM 유경험자",상시,7,2018-4-11,14,"중소기업, 주식회사",224
31,유비케어(ubcare),웹개발(데이터엔지니어링) 경력 채용,https://www.jumpit.co.kr/position/22997,서울,영등포구,"여의대로 108, 30층,31층",경력 3~12년,대학교졸업(4년) 이상,MSSQL,"• 데이터 수집을 위한 API/파이프라인 구축 및 운영
• 실시간 웹 애플리케이션 개발(Windows Application, SignalR 등)
• 전사 데이터플랫폼 개선 및 운영 (클라우드 운영, API 개발)","• MSSQL 사용경험 (DB설계, 프로시저 및 쿼리)
• API 또는 웹앱 개발 경험
• 데이터수집(크롤링), 데이터플랫폼 경험","• MS Azure
• Datatbricks
• 윈도우애플리케이션, 윈도우 서비스 개발 경험",2024-02-25,31,1994-12-2,326,,"1,047"
